word;strength;polarity;
4108;nefariously;strongsubj;negative
4109;negate;weaksubj;negative
4110;negation;weaksubj;negative
4111;negative;weaksubj;negative
4112;neglect;strongsubj;negative
4113;neglected;strongsubj;negative
4114;negligent;strongsubj;negative
4115;negligence;strongsubj;negative
4116;negligible;weaksubj;negative
4117;nemesis;strongsubj;negative
4118;nettle;weaksubj;negative
4119;nettlesome;strongsubj;negative
4120;nervous;strongsubj;negative
4121;nervously;strongsubj;negative
4122;nervousness;strongsubj;negative
4123;neurotic;strongsubj;negative
4124;neurotically;strongsubj;negative
4125;neutralize;weaksubj;positive
4126;nice;strongsubj;positive
4127;nicely;strongsubj;positive
4128;nifty;strongsubj;positive
4129;niggle;weaksubj;negative
4130;nightmare;strongsubj;negative
4131;nightmarish;strongsubj;negative
4132;nightmarishly;strongsubj;negative
4133;nimble;strongsubj;positive
4134;nix;strongsubj;negative
4135;noble;strongsubj;positive
4136;nobly;strongsubj;positive
4137;noisy;weaksubj;negative
4138;nonconfidence;strongsubj;negative
4139;nonviolence;weaksubj;positive
4140;nonviolent;weaksubj;positive
4141;nonexistent;weaksubj;negative
4142;nonsense;strongsubj;negative
4143;normal;weaksubj;positive
4144;nosey;strongsubj;negative
4145;notable;strongsubj;positive
4146;notably;strongsubj;positive
4147;noteworthy;strongsubj;positive
4148;noticeable;weaksubj;positive
4149;notorious;strongsubj;negative
4150;notoriously;strongsubj;negative
4151;novel;strongsubj;positive
4152;nourish;weaksubj;positive
4153;nourishing;weaksubj;positive
4154;nourishment;weaksubj;positive
4155;nuisance;strongsubj;negative
4156;numb;weaksubj;negative
4157;nurture;strongsubj;positive
4158;nurturing;strongsubj;positive
4159;oasis;strongsubj;positive
4160;obedience;strongsubj;positive
4161;obedient;strongsubj;positive
4162;obediently;strongsubj;positive
4163;obey;strongsubj;positive
4164;obese;strongsubj;negative
4165;object;strongsubj;negative
4166;objection;strongsubj;negative
4167;objectionable;strongsubj;negative
4168;objections;strongsubj;negative
4169;objective;weaksubj;positive
4170;objectively;weaksubj;positive
4171;obliged;strongsubj;positive
4172;oblique;weaksubj;negative
4173;obliterate;strongsubj;negative
4174;obliterated;strongsubj;negative
4175;oblivious;strongsubj;negative
4176;obnoxious;strongsubj;negative
4177;obnoxiously;strongsubj;negative
4178;obscene;strongsubj;negative
4179;obscenely;strongsubj;negative
4180;obscenity;strongsubj;negative
4181;obscure;weaksubj;negative
4182;obscure;strongsubj;negative
4183;obscurity;strongsubj;negative
4184;obsess;strongsubj;negative
4185;obsession;strongsubj;negative
4186;obsessions;strongsubj;negative
4187;obsessive;strongsubj;negative
4188;obsessively;strongsubj;negative
4189;obsessiveness;strongsubj;negative
4190;obsolete;weaksubj;negative
4191;obstacle;strongsubj;negative
4192;obstinate;strongsubj;negative
4193;obstinately;strongsubj;negative
4194;obstruct;weaksubj;negative
4195;obstruction;weaksubj;negative
4196;obtrusive;strongsubj;negative
4197;obtuse;strongsubj;negative
4198;obviate;strongsubj;positive
4199;obviously;strongsubj;negative
4200;odd;weaksubj;negative
4201;odder;strongsubj;negative
4202;oddest;strongsubj;negative
4203;oddities;strongsubj;negative
4204;oddity;strongsubj;negative
4205;oddly;strongsubj;negative
4206;offbeat;strongsubj;positive
4207;offence;weaksubj;negative
4208;offend;strongsubj;negative
4209;offending;strongsubj;negative
4210;offenses;strongsubj;negative
4211;offensive;weaksubj;negative
4212;offensively;strongsubj;negative
4213;offensiveness;strongsubj;negative
4214;officious;strongsubj;negative
4215;offset;weaksubj;positive
4216;okay;weaksubj;positive
4217;okay;strongsubj;positive
4218;ominous;strongsubj;negative
4219;ominously;strongsubj;negative
4220;omission;weaksubj;negative
4221;omit;weaksubj;negative
4222;oneside;strongsubj;negative
4223;onesided;strongsubj;negative
4224;onerous;strongsubj;negative
4225;onerously;strongsubj;negative
4226;onslaught;weaksubj;negative
4227;onward;weaksubj;positive
4228;open;weaksubj;positive
4229;openly;weaksubj;positive
4230;openness;weaksubj;positive
4231;opinionated;strongsubj;negative
4232;opponent;strongsubj;negative
4233;opportune;strongsubj;positive
4234;opportunity;strongsubj;positive
4235;opportunistic;weaksubj;negative
4236;oppose;strongsubj;negative
4237;opposition;strongsubj;negative
4238;oppositions;strongsubj;negative
4239;oppress;strongsubj;negative
4240;oppression;strongsubj;negative
4241;oppressive;strongsubj;negative
4242;oppressively;strongsubj;negative
4243;oppressiveness;strongsubj;negative
4244;oppressors;strongsubj;negative
4245;optimal;strongsubj;positive
4246;optimism;strongsubj;positive
4247;optimistic;weaksubj;positive
4248;opulent;strongsubj;positive
4249;ordeal;strongsubj;negative
4250;orderly;weaksubj;positive
4251;original;weaksubj;positive
4252;originality;weaksubj;positive
4253;orphan;weaksubj;negative
4254;ostracize;strongsubj;negative
4255;outbreak;weaksubj;negative
4256;outburst;strongsubj;negative
4257;outbursts;strongsubj;negative
4258;outcast;strongsubj;negative
4259;outcry;strongsubj;negative
4260;outdated;weaksubj;negative
4261;outdo;strongsubj;positive
4262;outgoing;weaksubj;positive
4263;outlaw;strongsubj;negative
4264;outmoded;weaksubj;negative
4265;outrage;strongsubj;negative
4266;outraged;strongsubj;negative
4267;outrageous;strongsubj;negative
4268;outrageously;strongsubj;negative
4269;outrageousness;strongsubj;negative
4270;outrages;strongsubj;negative
4271;outshine;strongsubj;positive
4272;outsider;weaksubj;negative
4273;outsmart;strongsubj;positive
4274;outstanding;strongsubj;positive
4275;outstandingly;strongsubj;positive
4276;outstrip;strongsubj;positive
4277;outwit;strongsubj;positive
4278;ovation;strongsubj;positive
4279;overacted;strongsubj;negative
4280;overvaluation;weaksubj;negative
4281;overachiever;strongsubj;positive
4282;overact;strongsubj;negative
4283;overacted;strongsubj;negative
4284;overawe;weaksubj;negative
4285;overbalance;weaksubj;negative
4286;overbalanced;weaksubj;negative
4287;overbearing;strongsubj;negative
4288;overbearingly;strongsubj;negative
4289;overblown;strongsubj;negative
4290;overcome;strongsubj;negative
4291;overdo;strongsubj;negative
4292;overdone;strongsubj;negative
4293;overdue;strongsubj;negative
4294;overemphasize;strongsubj;negative
4295;overjoyed;strongsubj;positive
4296;overkill;strongsubj;negative
4297;overlook;strongsubj;negative
4298;overplay;strongsubj;negative
4299;overpower;weaksubj;negative
4300;overreach;weaksubj;negative
4301;overrun;weaksubj;negative
4302;overshadow;weaksubj;negative
4303;oversight;weaksubj;negative
4304;oversimplification;weaksubj;negative
4305;oversimplified;weaksubj;negative
4306;oversimplify;weaksubj;negative
4307;oversized;weaksubj;negative
4308;overstate;strongsubj;negative
4309;overstatement;strongsubj;negative
4310;overstatements;strongsubj;negative
4311;overtaxed;weaksubj;negative
4312;overthrow;weaksubj;negative
4313;overturn;weaksubj;negative
4314;overture;strongsubj;positive
4315;overwhelm;weaksubj;negative
4316;overwhelming;strongsubj;negative
4317;overwhelmingly;strongsubj;negative
4318;overworked;strongsubj;negative
4319;overzealous;strongsubj;negative
4320;overzealously;strongsubj;negative
4321;pacifist;strongsubj;positive
4322;pacifists;strongsubj;positive
4323;pain;strongsubj;negative
4324;pain;weaksubj;negative
4325;painful;weaksubj;negative
4326;painfully;weaksubj;negative
4327;painless;weaksubj;positive
4328;painlessly;weaksubj;positive
4329;pains;strongsubj;negative
4330;painstaking;strongsubj;positive
4331;painstakingly;strongsubj;positive
4332;palatable;strongsubj;positive
4333;palatial;strongsubj;positive
4334;pale;weaksubj;negative
4335;palliate;strongsubj;positive
4336;paltry;strongsubj;negative
4337;pamper;weaksubj;positive
4338;pan;weaksubj;negative
4339;pandemonium;strongsubj;negative
4340;panic;strongsubj;negative
4341;panicky;strongsubj;negative
4342;paradise;strongsubj;positive
4343;paradoxical;strongsubj;negative
4344;paradoxically;strongsubj;negative
4345;paralize;weaksubj;negative
4346;paralyzed;weaksubj;negative
4347;paramount;strongsubj;positive
4348;paranoia;strongsubj;negative
4349;paranoid;strongsubj;negative
4350;parasite;weaksubj;negative
4351;pardon;strongsubj;positive
4352;pariah;strongsubj;negative
4353;parody;strongsubj;negative
4354;partiality;strongsubj;negative
4355;partisan;strongsubj;negative
4356;partisans;strongsubj;negative
4357;passe;strongsubj;negative
4358;passion;strongsubj;positive
4359;passionate;strongsubj;positive
4360;passionately;strongsubj;positive
4361;passive;weaksubj;negative
4362;passive;strongsubj;negative
4363;passiveness;strongsubj;negative
4364;pathetic;strongsubj;negative
4365;pathetically;strongsubj;negative
4366;patience;strongsubj;positive
4367;patient;weaksubj;positive
4368;patiently;strongsubj;positive
4369;patriot;strongsubj;positive
4370;patriotic;strongsubj;positive
4371;patronize;strongsubj;negative
4372;paucity;strongsubj;negative
4373;pauper;strongsubj;negative
4374;paupers;strongsubj;negative
4375;payback;strongsubj;negative
4376;peace;weaksubj;positive
4377;peaceable;strongsubj;positive
4378;peaceful;weaksubj;positive
4379;peacefully;weaksubj;positive
4380;peacekeepers;weaksubj;positive
4381;peculiar;strongsubj;negative
4382;peculiarly;strongsubj;negative
4383;pedantic;strongsubj;negative
4384;pedestrian;weaksubj;negative
4385;peerless;strongsubj;positive
4386;peeve;strongsubj;negative
4387;peeved;strongsubj;negative
4388;peevish;strongsubj;negative
4389;peevishly;strongsubj;negative
4390;penalize;strongsubj;negative
4391;penalty;weaksubj;negative
4392;penetrating;strongsubj;positive
4393;penitent;strongsubj;positive
4394;perceptive;strongsubj;positive
4395;perfect;strongsubj;positive
4396;perfection;strongsubj;positive
4397;perfectly;strongsubj;positive
4398;perfidious;strongsubj;negative
4399;perfidity;strongsubj;negative
4400;perfunctory;strongsubj;negative
4401;peril;strongsubj;negative
4402;perilous;weaksubj;negative
4403;perilously;weaksubj;negative
4404;peripheral;weaksubj;negative
4405;perish;strongsubj;negative
4406;permissible;weaksubj;positive
4407;pernicious;strongsubj;negative
4408;perplex;strongsubj;negative
4409;perplexed;strongsubj;negative
4410;perplexing;strongsubj;negative
4411;perplexity;strongsubj;negative
4412;persecute;strongsubj;negative
4413;persecution;strongsubj;negative
4414;perseverance;strongsubj;positive
4415;persevere;strongsubj;positive
4416;persistent;weaksubj;positive
4417;personages;weaksubj;positive
4418;personality;strongsubj;positive
4419;perspicuous;strongsubj;positive
4420;perspicuously;strongsubj;positive
4421;persuade;strongsubj;positive
4422;persuasive;strongsubj;positive
4423;persuasively;strongsubj;positive
4424;pertinacious;strongsubj;negative
4425;pertinaciously;strongsubj;negative
4426;pertinacity;strongsubj;negative
4427;pertinent;weaksubj;positive
4428;perturb;strongsubj;negative
4429;perturbed;strongsubj;negative
4430;pervasive;strongsubj;negative
4431;perverse;strongsubj;negative
4432;perversely;strongsubj;negative
4433;perversion;strongsubj;negative
4434;perversity;strongsubj;negative
4435;pervert;strongsubj;negative
4436;perverted;strongsubj;negative
4437;pessimism;strongsubj;negative
4438;pessimistic;strongsubj;negative
4439;pessimistically;strongsubj;negative
4440;pest;strongsubj;negative
4441;pestilent;strongsubj;negative
4442;petrify;strongsubj;negative
4443;petrified;strongsubj;negative
4444;pettifog;strongsubj;negative
4445;petty;strongsubj;negative
4446;phenomenal;strongsubj;positive
4447;phenomenally;strongsubj;positive
4448;phobia;strongsubj;negative
4449;phobic;strongsubj;negative
4450;phony;strongsubj;negative
4451;picky;strongsubj;negative
4452;picturesque;strongsubj;positive
4453;piety;weaksubj;positive
4454;pillage;strongsubj;negative
4455;pillar;strongsubj;positive
4456;pillory;strongsubj;negative
4457;pinch;weaksubj;negative
4458;pine;strongsubj;negative
4459;pinnacle;strongsubj;positive
4460;pious;strongsubj;positive
4461;pique;weaksubj;negative
4462;pithy;strongsubj;positive
4463;pitiable;strongsubj;negative
4464;pitiful;strongsubj;negative
4465;pitifully;strongsubj;negative
4466;pitiless;strongsubj;negative
4467;pitilessly;strongsubj;negative
4468;pittance;strongsubj;negative
4469;pity;strongsubj;negative
4470;placate;strongsubj;positive
4471;placid;weaksubj;positive
4472;plagiarize;strongsubj;negative
4473;plague;strongsubj;negative
4474;plague;weaksubj;negative
4475;plain;weaksubj;positive
4476;plainly;strongsubj;positive
4477;plausibility;strongsubj;positive
4478;plausible;strongsubj;positive
4479;playful;strongsubj;positive
4480;playfully;strongsubj;positive
4481;plaything;strongsubj;negative
4482;plead;strongsubj;both
4483;pleading;strongsubj;both
4484;pleadingly;strongsubj;both
4485;plea;weaksubj;negative
4486;pleas;strongsubj;negative
4487;pleasant;weaksubj;positive
4488;pleasantly;weaksubj;positive
4489;please;strongsubj;positive
4490;pleased;strongsubj;positive
4491;pleasing;strongsubj;positive
4492;pleasingly;strongsubj;positive
4493;pleasurable;strongsubj;positive
4494;pleasurably;strongsubj;positive
4495;pleasure;strongsubj;positive
4496;plebeian;strongsubj;negative
4497;pledge;strongsubj;positive
4498;pledges;strongsubj;positive
4499;plentiful;weaksubj;positive
4500;plenty;strongsubj;positive
4501;plight;strongsubj;negative
4502;plot;strongsubj;negative
4503;plotters;strongsubj;negative
4504;ploy;strongsubj;negative
4505;plunder;strongsubj;negative
4506;plunderer;strongsubj;negative
4507;plush;strongsubj;positive
4508;poetic;strongsubj;positive
4509;poeticize;strongsubj;positive
4510;poignant;strongsubj;positive
4511;pointless;weaksubj;negative
4512;pointlessly;weaksubj;negative
4513;poise;strongsubj;positive
4514;poised;strongsubj;positive
4515;poison;strongsubj;negative
4516;poisonous;weaksubj;negative
4517;poisonously;weaksubj;negative
4518;polarisation;strongsubj;negative
4519;polemize;strongsubj;negative
4520;polished;weaksubj;positive
4521;polite;weaksubj;positive
4522;politeness;weaksubj;positive
4523;pollute;weaksubj;negative
4524;polluter;strongsubj;negative
4525;polluters;strongsubj;negative
4526;polution;weaksubj;negative
4527;pompous;strongsubj;negative
4528;poor;weaksubj;negative
4529;poorly;strongsubj;negative
4530;popular;weaksubj;positive
4531;popularity;weaksubj;positive
4532;portable;weaksubj;positive
4533;posh;strongsubj;positive
4534;positive;weaksubj;positive
4535;positiveness;strongsubj;positive
4536;positively;strongsubj;positive
4537;posterity;weaksubj;positive
4538;posturing;strongsubj;negative
4539;potent;strongsubj;positive
4540;potential;weaksubj;positive
4541;pout;strongsubj;negative
4542;poverty;strongsubj;negative
4543;powerful;weaksubj;positive
4544;powerfully;weaksubj;positive
4545;powerless;weaksubj;negative
4546;practicable;weaksubj;positive
4547;practical;weaksubj;positive
4548;pragmatic;strongsubj;positive
4549;praise;strongsubj;positive
4550;praiseworthy;strongsubj;positive
4551;praising;strongsubj;positive
4552;prate;strongsubj;negative
4553;pratfall;strongsubj;negative
4554;prattle;strongsubj;negative
4555;preeminent;weaksubj;positive
4556;preach;strongsubj;positive
4557;preaching;strongsubj;positive
4558;precarious;weaksubj;negative
4559;precariously;weaksubj;negative
4560;precaution;strongsubj;positive
4561;precautions;strongsubj;positive
4562;precedent;weaksubj;positive
4563;precious;strongsubj;positive
4564;precipitate;strongsubj;negative
4565;precipitous;strongsubj;negative
4566;precise;weaksubj;positive
4567;precisely;weaksubj;positive
4568;precision;weaksubj;positive
4569;predatory;weaksubj;negative
4570;predicament;strongsubj;negative
4571;preeminent;weaksubj;positive
4572;preemptive;weaksubj;positive
4573;prefer;strongsubj;positive
4574;preferable;strongsubj;positive
4575;preferably;strongsubj;positive
4576;preference;strongsubj;positive
4577;preferences;strongsubj;positive
4578;prejudge;strongsubj;negative
4579;prejudice;strongsubj;negative
4580;prejudicial;strongsubj;negative
